level,hscpNo,complex_name,region1,region2,region3,spc_bin,prev_cnt,prev_avg_eok,curr_cnt,curr_avg_eok,avg_change_pct,new_cnt,new_avg_eok,new_premium_pct,del_cnt,del_avg_eok,del_premium_pct
COMPLEX,656,목동신시가지5단지,서울시,양천구,,152㎡,6,13.32,0,,,0,,,6,13.32,
COMPLEX,656,목동신시가지5단지,서울시,양천구,,ALL_BINS,24,10.44,0,,,0,,,24,10.44,
COMPLEX,659,목동신시가지7단지,서울시,양천구,,59㎡,3,6.03,0,,,0,,,3,6.03,
COMPLEX,659,목동신시가지7단지,서울시,양천구,,64㎡,2,8.00,0,,,0,,,2,8.00,
COMPLEX,659,목동신시가지7단지,서울시,양천구,,66㎡,7,7.46,0,,,0,,,7,7.46,
COMPLEX,659,목동신시가지7단지,서울시,양천구,,101㎡,2,11.50,0,,,0,,,2,11.50,
COMPLEX,659,목동신시가지7단지,서울시,양천구,,ALL_BINS,14,7.81,0,,,0,,,14,7.81,
COMPLEX,858,신월시영,서울시,양천구,,43㎡,6,1.85,0,,,0,,,6,1.85,
COMPLEX,858,신월시영,서울시,양천구,,50㎡,5,2.26,0,,,0,,,5,2.26,
COMPLEX,858,신월시영,서울시,양천구,,59㎡,6,2.68,0,,,0,,,6,2.68,
COMPLEX,858,신월시영,서울시,양천구,,ALL_BINS,17,2.26,0,,,0,,,17,2.26,
COMPLEX,102876,신정이펜하우스3단지,서울시,양천구,,114㎡,2,6.40,0,,,0,,,2,6.40,
COMPLEX,102876,신정이펜하우스3단지,서울시,양천구,,ALL_BINS,2,6.40,0,,,0,,,2,6.40,
COMPLEX,121987,당산센트럴아이파크,서울시,영등포구,,71㎡,2,8.92,0,,,0,,,2,8.92,
COMPLEX,121987,당산센트럴아이파크,서울시,영등포구,,84㎡,20,11.97,0,,,0,,,20,11.97,
COMPLEX,121987,당산센트럴아이파크,서울시,영등포구,,ALL_BINS,22,11.69,0,,,0,,,22,11.69,
COMPLEX,8348,당산푸르지오,서울시,영등포구,,114㎡,4,10.20,0,,,0,,,4,10.20,
COMPLEX,8348,당산푸르지오,서울시,영등포구,,133㎡,2,10.50,0,,,0,,,2,10.50,
COMPLEX,8348,당산푸르지오,서울시,영등포구,,ALL_BINS,6,10.30,0,,,0,,,6,10.30,
COMPLEX,748,수정,서울시,영등포구,,74㎡,2,5.20,0,,,0,,,2,5.20,
COMPLEX,748,수정,서울시,영등포구,,150㎡,6,8.60,0,,,0,,,6,8.60,
COMPLEX,748,수정,서울시,영등포구,,ALL_BINS,8,7.75,0,,,0,,,8,7.75,
COMPLEX,757,신동아,서울시,용산구,,95㎡,4,7.00,0,,,0,,,4,7.00,
COMPLEX,757,신동아,서울시,용산구,,140㎡,5,10.60,0,,,0,,,5,10.60,
COMPLEX,757,신동아,서울시,용산구,,166㎡,1,12.50,0,,,0,,,1,12.50,
COMPLEX,757,신동아,서울시,용산구,,210㎡,5,16.40,0,,,0,,,5,16.40,
COMPLEX,757,신동아,서울시,용산구,,ALL_BINS,15,11.70,0,,,0,,,15,11.70,
COMPLEX,867,한가람,서울시,용산구,,59㎡,18,7.31,0,,,0,,,18,7.31,
COMPLEX,867,한가람,서울시,용산구,,84㎡,6,10.75,0,,,0,,,6,10.75,
COMPLEX,867,한가람,서울시,용산구,,114㎡,3,14.00,0,,,0,,,3,14.00,
COMPLEX,867,한가람,서울시,용산구,,ALL_BINS,27,8.82,0,,,0,,,27,8.82,
COMPLEX,102737,한남더힐,서울시,용산구,,57㎡,1,20.00,0,,,0,,,1,20.00,
COMPLEX,102737,한남더힐,서울시,용산구,,59㎡,6,20.63,0,,,0,,,6,20.63,
COMPLEX,102737,한남더힐,서울시,용산구,,173㎡,7,48.37,0,,,0,,,7,48.37,
COMPLEX,102737,한남더힐,서울시,용산구,,206㎡,4,53.73,0,,,0,,,4,53.73,
COMPLEX,102737,한남더힐,서울시,용산구,,233㎡,8,69.99,0,,,0,,,8,69.99,
COMPLEX,102737,한남더힐,서울시,용산구,,242㎡,1,149.99,0,,,0,,,1,149.99,
COMPLEX,102737,한남더힐,서울시,용산구,,ALL_BINS,27,52.12,0,,,0,,,27,52.12,
COMPLEX,26191,북한산현대힐스테이트3차,서울시,은평구,,84㎡,1,6.00,0,,,0,,,1,6.00,
COMPLEX,26191,북한산현대힐스테이트3차,서울시,은평구,,ALL_BINS,1,6.00,0,,,0,,,1,6.00,
COMPLEX,26869,은평뉴타운박석고개힐스테이트1단지,서울시,은평구,,84㎡,2,7.75,0,,,0,,,2,7.75,
COMPLEX,26869,은평뉴타운박석고개힐스테이트1단지,서울시,은평구,,ALL_BINS,2,7.75,0,,,0,,,2,7.75,
COMPLEX,17537,응암푸르지오,서울시,은평구,,84㎡,3,4.97,0,,,0,,,3,4.97,
COMPLEX,17537,응암푸르지오,서울시,은평구,,ALL_BINS,3,4.97,0,,,0,,,3,4.97,
COMPLEX,109379,경희궁자이2단지,서울시,종로구,,59㎡,1,10.00,0,,,0,,,1,10.00,
COMPLEX,109379,경희궁자이2단지,서울시,종로구,,84㎡,8,13.06,0,,,0,,,8,13.06,
COMPLEX,109379,경희궁자이2단지,서울시,종로구,,101㎡,1,16.00,0,,,0,,,1,16.00,
COMPLEX,109379,경희궁자이2단지,서울시,종로구,,116㎡,1,18.00,0,,,0,,,1,18.00,
COMPLEX,109379,경희궁자이2단지,서울시,종로구,,ALL_BINS,11,13.50,0,,,0,,,11,13.50,
COMPLEX,3833,남산타운,서울시,중구,,84㎡,9,7.11,0,,,0,,,9,7.11,
COMPLEX,3833,남산타운,서울시,중구,,ALL_BINS,9,7.11,0,,,0,,,9,7.11,
COMPLEX,24845,롯데캐슬베네치아(주상복합),서울시,중구,,84㎡,1,6.90,0,,,0,,,1,6.90,
COMPLEX,24845,롯데캐슬베네치아(주상복합),서울시,중구,,ALL_BINS,1,6.90,0,,,0,,,1,6.90,
COMPLEX,109250,서울역센트럴자이,서울시,중구,,59㎡,4,7.83,0,,,0,,,4,7.83,
COMPLEX,109250,서울역센트럴자이,서울시,중구,,72㎡,6,8.50,0,,,0,,,6,8.50,
COMPLEX,109250,서울역센트럴자이,서울시,중구,,84㎡,12,10.02,0,,,0,,,12,10.02,
COMPLEX,109250,서울역센트럴자이,서울시,중구,,ALL_BINS,22,9.21,0,,,0,,,22,9.21,
COMPLEX,249,청구3차,서울시,중구,,84㎡,1,8.50,0,,,0,,,1,8.50,
COMPLEX,249,청구3차,서울시,중구,,ALL_BINS,1,8.50,0,,,0,,,1,8.50,
COMPLEX,9795,"면목두산4,5단지",서울시,중랑구,,59㎡,2,4.50,0,,,0,,,2,4.50,
COMPLEX,9795,"면목두산4,5단지",서울시,중랑구,,ALL_BINS,2,4.50,0,,,0,,,2,4.50,
COMPLEX,119588,사가정센트럴아이파크,서울시,중랑구,,84㎡,2,7.50,0,,,0,,,2,7.50,
COMPLEX,119588,사가정센트럴아이파크,서울시,중랑구,,ALL_BINS,2,7.50,0,,,0,,,2,7.50,
COMPLEX,102480,상봉프레미어스엠코(주상복합),서울시,중랑구,,107㎡,1,7.50,0,,,0,,,1,7.50,
COMPLEX,102480,상봉프레미어스엠코(주상복합),서울시,중랑구,,111㎡,2,8.00,0,,,0,,,2,8.00,
COMPLEX,102480,상봉프레미어스엠코(주상복합),서울시,중랑구,,128㎡,1,9.30,0,,,0,,,1,9.30,
COMPLEX,102480,상봉프레미어스엠코(주상복합),서울시,중랑구,,134㎡,3,9.30,0,,,0,,,3,9.30,
COMPLEX,102480,상봉프레미어스엠코(주상복합),서울시,중랑구,,ALL_BINS,7,8.67,0,,,0,,,7,8.67,
